"vol","date","hand","1","2","3","4","5","cont2","cont3","cont4"
307,"1997-09-07","チョキ","パー","パー","グー","チョキ","グー",TRUE,FALSE,FALSE
308,"1997-09-14","グー","チョキ","パー","パー","グー","チョキ",TRUE,FALSE,FALSE
309,"1997-09-21","チョキ","グー","チョキ","パー","パー","グー",TRUE,FALSE,FALSE
310,"1997-09-28","パー","チョキ","グー","チョキ","パー","パー",TRUE,FALSE,FALSE
311,"1997-10-05","チョキ","パー","チョキ","グー","チョキ","パー",FALSE,FALSE,FALSE
312,"1997-10-12","チョキ","チョキ","パー","チョキ","グー","チョキ",FALSE,FALSE,FALSE
313,"1997-10-19","グー","チョキ","チョキ","パー","チョキ","グー",TRUE,FALSE,FALSE
314,"1997-10-26","パー","グー","チョキ","チョキ","パー","チョキ",TRUE,FALSE,FALSE
315,"1997-11-02","チョキ","パー","グー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
316,"1997-11-09","グー","チョキ","パー","グー","チョキ","チョキ",TRUE,FALSE,FALSE
317,"1997-11-16","チョキ","グー","チョキ","パー","グー","チョキ",FALSE,FALSE,FALSE
318,"1997-11-23","パー","チョキ","グー","チョキ","パー","グー",FALSE,FALSE,FALSE
319,"1997-11-30","グー","パー","チョキ","グー","チョキ","パー",FALSE,FALSE,FALSE
320,"1997-12-07","グー","グー","パー","チョキ","グー","チョキ",FALSE,FALSE,FALSE
321,"1997-12-14","パー","グー","グー","パー","チョキ","グー",TRUE,FALSE,FALSE
322,"1997-12-21","チョキ","パー","グー","グー","パー","チョキ",TRUE,FALSE,FALSE
323,"1997-12-28","パー","チョキ","パー","グー","グー","パー",TRUE,FALSE,FALSE
324,"1998-01-04","チョキ","パー","チョキ","パー","グー","グー",TRUE,FALSE,FALSE
325,"1998-01-11","グー","チョキ","パー","チョキ","パー","グー",FALSE,FALSE,FALSE
326,"1998-01-18","パー","グー","チョキ","パー","チョキ","パー",FALSE,FALSE,FALSE
327,"1998-01-25","パー","パー","グー","チョキ","パー","チョキ",FALSE,FALSE,FALSE
328,"1998-02-01","グー","パー","パー","グー","チョキ","パー",TRUE,FALSE,FALSE
329,"1998-02-08","チョキ","グー","パー","パー","グー","チョキ",TRUE,FALSE,FALSE
330,"1998-02-15","チョキ","チョキ","グー","パー","パー","グー",TRUE,FALSE,FALSE
331,"1998-02-22","グー","チョキ","チョキ","グー","パー","パー",TRUE,FALSE,FALSE
332,"1998-03-01","パー","グー","チョキ","チョキ","グー","パー",TRUE,FALSE,FALSE
333,"1998-03-08","パー","パー","グー","チョキ","チョキ","グー",TRUE,FALSE,FALSE
334,"1998-03-15","チョキ","パー","パー","グー","チョキ","チョキ",TRUE,FALSE,FALSE
335,"1998-03-22","グー","チョキ","パー","パー","グー","チョキ",TRUE,FALSE,FALSE
336,"1998-03-29","パー","グー","チョキ","パー","パー","グー",TRUE,FALSE,FALSE
337,"1998-04-05","チョキ","パー","グー","チョキ","パー","パー",TRUE,FALSE,FALSE
338,"1998-04-12","チョキ","チョキ","パー","グー","チョキ","パー",FALSE,FALSE,FALSE
339,"1998-04-19","グー","チョキ","チョキ","パー","グー","チョキ",TRUE,FALSE,FALSE
340,"1998-04-26","パー","グー","チョキ","チョキ","パー","グー",TRUE,FALSE,FALSE
341,"1998-05-03","チョキ","パー","グー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
342,"1998-05-10","パー","チョキ","パー","グー","チョキ","チョキ",TRUE,FALSE,FALSE
343,"1998-05-17","グー","パー","チョキ","パー","グー","チョキ",FALSE,FALSE,FALSE
344,"1998-05-24","グー","グー","パー","チョキ","パー","グー",FALSE,FALSE,FALSE
345,"1998-05-31","チョキ","グー","グー","パー","チョキ","パー",TRUE,FALSE,FALSE
346,"1998-06-07","パー","チョキ","グー","グー","パー","チョキ",TRUE,FALSE,FALSE
347,"1998-06-14","チョキ","パー","チョキ","グー","グー","パー",TRUE,FALSE,FALSE
348,"1998-06-21","グー","チョキ","パー","チョキ","グー","グー",TRUE,FALSE,FALSE
349,"1998-06-28","パー","グー","チョキ","パー","チョキ","グー",FALSE,FALSE,FALSE
350,"1998-07-05","チョキ","パー","グー","チョキ","パー","チョキ",FALSE,FALSE,FALSE
351,"1998-07-12","パー","チョキ","パー","グー","チョキ","パー",FALSE,FALSE,FALSE
352,"1998-07-19","チョキ","パー","チョキ","パー","グー","チョキ",FALSE,FALSE,FALSE
353,"1998-07-26","グー","チョキ","パー","チョキ","パー","グー",FALSE,FALSE,FALSE
354,"1998-08-02","グー","グー","チョキ","パー","チョキ","パー",FALSE,FALSE,FALSE
355,"1998-08-09","パー","グー","グー","チョキ","パー","チョキ",TRUE,FALSE,FALSE
356,"1998-08-16","チョキ","パー","グー","グー","チョキ","パー",TRUE,FALSE,FALSE
357,"1998-08-23","パー","チョキ","パー","グー","グー","チョキ",TRUE,FALSE,FALSE
358,"1998-08-30","グー","パー","チョキ","パー","グー","グー",TRUE,FALSE,FALSE
359,"1998-09-06","チョキ","グー","パー","チョキ","パー","グー",FALSE,FALSE,FALSE
360,"1998-09-13","パー","チョキ","グー","パー","チョキ","パー",FALSE,FALSE,FALSE
361,"1998-09-20","パー","パー","チョキ","グー","パー","チョキ",FALSE,FALSE,FALSE
362,"1998-09-27","チョキ","パー","パー","チョキ","グー","パー",TRUE,FALSE,FALSE
363,"1998-10-04","チョキ","チョキ","パー","パー","チョキ","グー",TRUE,FALSE,FALSE
364,"1998-10-11","グー","チョキ","チョキ","パー","パー","チョキ",TRUE,FALSE,FALSE
365,"1998-10-18","パー","グー","チョキ","チョキ","パー","パー",TRUE,FALSE,FALSE
366,"1998-10-25","チョキ","パー","グー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
367,"1998-11-01","パー","チョキ","パー","グー","チョキ","チョキ",TRUE,FALSE,FALSE
368,"1998-11-08","グー","パー","チョキ","パー","グー","チョキ",FALSE,FALSE,FALSE
369,"1998-11-15","グー","グー","パー","チョキ","パー","グー",FALSE,FALSE,FALSE
370,"1998-11-22","チョキ","グー","グー","パー","チョキ","パー",TRUE,FALSE,FALSE
371,"1998-11-29","パー","チョキ","グー","グー","パー","チョキ",TRUE,FALSE,FALSE
372,"1998-12-06","チョキ","パー","チョキ","グー","グー","パー",TRUE,FALSE,FALSE
373,"1998-12-13","パー","チョキ","パー","チョキ","グー","グー",TRUE,FALSE,FALSE
374,"1998-12-20","グー","パー","チョキ","パー","チョキ","グー",FALSE,FALSE,FALSE
375,"1998-12-27","パー","グー","パー","チョキ","パー","チョキ",FALSE,FALSE,FALSE
377,"1999-01-10","チョキ","パー","グー","パー","チョキ","パー",FALSE,FALSE,FALSE
378,"1999-01-17","チョキ","チョキ","パー","グー","パー","チョキ",FALSE,FALSE,FALSE
379,"1999-01-24","グー","チョキ","チョキ","パー","グー","パー",TRUE,FALSE,FALSE
380,"1999-01-31","パー","グー","チョキ","チョキ","パー","グー",TRUE,FALSE,FALSE
381,"1999-02-07","グー","パー","グー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
382,"1999-02-14","チョキ","グー","パー","グー","チョキ","チョキ",TRUE,FALSE,FALSE
383,"1999-02-21","パー","チョキ","グー","パー","グー","チョキ",FALSE,FALSE,FALSE
384,"1999-02-28","チョキ","パー","チョキ","グー","パー","グー",FALSE,FALSE,FALSE
385,"1999-03-07","グー","チョキ","パー","チョキ","グー","パー",FALSE,FALSE,FALSE
386,"1999-03-14","グー","グー","チョキ","パー","チョキ","グー",FALSE,FALSE,FALSE
387,"1999-03-21","パー","グー","グー","チョキ","パー","チョキ",TRUE,FALSE,FALSE
388,"1999-03-28","チョキ","パー","グー","グー","チョキ","パー",TRUE,FALSE,FALSE
389,"1999-04-04","グー","チョキ","パー","グー","グー","チョキ",TRUE,FALSE,FALSE
390,"1999-04-11","チョキ","グー","チョキ","パー","グー","グー",TRUE,FALSE,FALSE
391,"1999-04-18","グー","チョキ","グー","チョキ","パー","グー",FALSE,FALSE,FALSE
392,"1999-04-25","グー","グー","チョキ","グー","チョキ","パー",FALSE,FALSE,FALSE
393,"1999-05-02","パー","グー","グー","チョキ","グー","チョキ",TRUE,FALSE,FALSE
394,"1999-05-09","パー","パー","グー","グー","チョキ","グー",TRUE,FALSE,FALSE
395,"1999-05-16","チョキ","パー","パー","グー","グー","チョキ",TRUE,FALSE,FALSE
396,"1999-05-23","グー","チョキ","パー","パー","グー","グー",TRUE,FALSE,FALSE
397,"1999-05-30","パー","グー","チョキ","パー","パー","グー",TRUE,FALSE,FALSE
398,"1999-06-06","グー","パー","グー","チョキ","パー","パー",TRUE,FALSE,FALSE
399,"1999-06-13","チョキ","グー","パー","グー","チョキ","パー",FALSE,FALSE,FALSE
400,"1999-06-20","グー","チョキ","グー","パー","グー","チョキ",FALSE,FALSE,FALSE
401,"1999-06-27","パー","グー","チョキ","グー","パー","グー",FALSE,FALSE,FALSE
402,"1999-07-04","パー","パー","グー","チョキ","グー","パー",FALSE,FALSE,FALSE
403,"1999-07-11","パー","パー","パー","グー","チョキ","グー",TRUE,FALSE,FALSE
404,"1999-07-18","チョキ","パー","パー","パー","グー","チョキ",TRUE,TRUE,FALSE
405,"1999-07-25","グー","チョキ","パー","パー","パー","グー",TRUE,TRUE,FALSE
406,"1999-08-01","パー","グー","チョキ","パー","パー","パー",TRUE,TRUE,FALSE
407,"1999-08-08","チョキ","パー","グー","チョキ","パー","パー",TRUE,FALSE,FALSE
408,"1999-08-15","グー","チョキ","パー","グー","チョキ","パー",FALSE,FALSE,FALSE
409,"1999-08-22","チョキ","グー","チョキ","パー","グー","チョキ",FALSE,FALSE,FALSE
410,"1999-08-29","チョキ","チョキ","グー","チョキ","パー","グー",FALSE,FALSE,FALSE
411,"1999-09-05","チョキ","チョキ","チョキ","グー","チョキ","パー",TRUE,FALSE,FALSE
412,"1999-09-12","パー","チョキ","チョキ","チョキ","グー","チョキ",TRUE,TRUE,FALSE
413,"1999-09-19","グー","パー","チョキ","チョキ","チョキ","グー",TRUE,TRUE,FALSE
414,"1999-09-26","グー","グー","パー","チョキ","チョキ","チョキ",TRUE,TRUE,FALSE
415,"1999-10-03","パー","グー","グー","パー","チョキ","チョキ",TRUE,FALSE,FALSE
416,"1999-10-10","グー","パー","グー","グー","パー","チョキ",TRUE,FALSE,FALSE
417,"1999-10-17","パー","グー","パー","グー","グー","パー",TRUE,FALSE,FALSE
418,"1999-10-31","チョキ","パー","グー","パー","グー","グー",TRUE,FALSE,FALSE
419,"1999-11-07","チョキ","チョキ","パー","グー","パー","グー",FALSE,FALSE,FALSE
420,"1999-11-14","パー","チョキ","チョキ","パー","グー","パー",TRUE,FALSE,FALSE
421,"1999-11-21","パー","パー","チョキ","チョキ","パー","グー",TRUE,FALSE,FALSE
422,"1999-11-28","グー","パー","パー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
423,"1999-12-05","チョキ","グー","パー","パー","チョキ","チョキ",TRUE,FALSE,FALSE
424,"1999-12-12","グー","チョキ","グー","パー","パー","チョキ",TRUE,FALSE,FALSE
425,"1999-12-19","グー","グー","チョキ","グー","パー","パー",TRUE,FALSE,FALSE
426,"1999-12-26","チョキ","グー","グー","チョキ","グー","パー",TRUE,FALSE,FALSE
428,"2000-01-09","チョキ","チョキ","グー","グー","チョキ","グー",TRUE,FALSE,FALSE
430,"2000-01-23","パー","チョキ","チョキ","グー","グー","チョキ",TRUE,FALSE,FALSE
431,"2000-01-30","グー","パー","チョキ","チョキ","グー","グー",TRUE,FALSE,FALSE
432,"2000-02-06","グー","グー","パー","チョキ","チョキ","グー",TRUE,FALSE,FALSE
433,"2000-02-13","チョキ","グー","グー","パー","チョキ","チョキ",TRUE,FALSE,FALSE
434,"2000-02-20","パー","チョキ","グー","グー","パー","チョキ",TRUE,FALSE,FALSE
435,"2000-02-27","パー","パー","チョキ","グー","グー","パー",TRUE,FALSE,FALSE
436,"2000-03-05","グー","パー","パー","チョキ","グー","グー",TRUE,FALSE,FALSE
437,"2000-03-12","チョキ","グー","パー","パー","チョキ","グー",TRUE,FALSE,FALSE
438,"2000-03-19","パー","チョキ","グー","パー","パー","チョキ",TRUE,FALSE,FALSE
439,"2000-03-26","グー","パー","チョキ","グー","パー","パー",TRUE,FALSE,FALSE
440,"2000-04-02","チョキ","グー","パー","チョキ","グー","パー",FALSE,FALSE,FALSE
441,"2000-04-09","チョキ","チョキ","グー","パー","チョキ","グー",FALSE,FALSE,FALSE
442,"2000-04-16","グー","チョキ","チョキ","グー","パー","チョキ",TRUE,FALSE,FALSE
443,"2000-04-23","チョキ","グー","チョキ","チョキ","グー","パー",TRUE,FALSE,FALSE
444,"2000-04-30","パー","チョキ","グー","チョキ","チョキ","グー",TRUE,FALSE,FALSE
445,"2000-05-07","グー","パー","チョキ","グー","チョキ","チョキ",TRUE,FALSE,FALSE
446,"2000-05-14","チョキ","グー","パー","チョキ","グー","チョキ",FALSE,FALSE,FALSE
447,"2000-05-21","グー","チョキ","グー","パー","チョキ","グー",FALSE,FALSE,FALSE
448,"2000-05-28","グー","グー","チョキ","グー","パー","チョキ",FALSE,FALSE,FALSE
449,"2000-06-04","チョキ","グー","グー","チョキ","グー","パー",TRUE,FALSE,FALSE
450,"2000-06-11","パー","チョキ","グー","グー","チョキ","グー",TRUE,FALSE,FALSE
451,"2000-06-18","グー","パー","チョキ","グー","グー","チョキ",TRUE,FALSE,FALSE
452,"2000-06-25","チョキ","グー","パー","チョキ","グー","グー",TRUE,FALSE,FALSE
453,"2000-07-02","チョキ","チョキ","グー","パー","チョキ","グー",FALSE,FALSE,FALSE
454,"2000-07-09","チョキ","チョキ","チョキ","グー","パー","チョキ",TRUE,FALSE,FALSE
455,"2000-07-16","パー","チョキ","チョキ","チョキ","グー","パー",TRUE,TRUE,FALSE
456,"2000-07-23","パー","パー","チョキ","チョキ","チョキ","グー",TRUE,TRUE,FALSE
457,"2000-07-30","チョキ","パー","パー","チョキ","チョキ","チョキ",TRUE,TRUE,FALSE
458,"2000-08-06","チョキ","チョキ","パー","パー","チョキ","チョキ",TRUE,FALSE,FALSE
459,"2000-08-13","パー","チョキ","チョキ","パー","パー","チョキ",TRUE,FALSE,FALSE
460,"2000-08-20","グー","パー","チョキ","チョキ","パー","パー",TRUE,FALSE,FALSE
461,"2000-08-27","パー","グー","パー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
462,"2000-09-03","グー","パー","グー","パー","チョキ","チョキ",TRUE,FALSE,FALSE
463,"2000-09-10","チョキ","グー","パー","グー","パー","チョキ",FALSE,FALSE,FALSE
464,"2000-09-17","チョキ","チョキ","グー","パー","グー","パー",FALSE,FALSE,FALSE
465,"2000-09-24","パー","チョキ","チョキ","グー","パー","グー",TRUE,FALSE,FALSE
466,"2000-10-01","パー","パー","チョキ","チョキ","グー","パー",TRUE,FALSE,FALSE
467,"2000-10-08","グー","パー","パー","チョキ","チョキ","グー",TRUE,FALSE,FALSE
468,"2000-10-15","グー","グー","パー","パー","チョキ","チョキ",TRUE,FALSE,FALSE
469,"2000-10-22","パー","グー","グー","パー","パー","チョキ",TRUE,FALSE,FALSE
470,"2000-10-29","チョキ","パー","グー","グー","パー","パー",TRUE,FALSE,FALSE
471,"2000-11-05","チョキ","チョキ","パー","グー","グー","パー",TRUE,FALSE,FALSE
472,"2000-11-12","パー","チョキ","チョキ","パー","グー","グー",TRUE,FALSE,FALSE
473,"2000-11-19","チョキ","パー","チョキ","チョキ","パー","グー",TRUE,FALSE,FALSE
474,"2000-11-26","パー","チョキ","パー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
475,"2000-12-03","グー","パー","チョキ","パー","チョキ","チョキ",TRUE,FALSE,FALSE
476,"2000-12-10","パー","グー","パー","チョキ","パー","チョキ",FALSE,FALSE,FALSE
477,"2000-12-17","チョキ","パー","グー","パー","チョキ","パー",FALSE,FALSE,FALSE
478,"2000-12-24","チョキ","チョキ","パー","グー","パー","チョキ",FALSE,FALSE,FALSE
479,"2000-12-31","パー","チョキ","チョキ","パー","グー","パー",TRUE,FALSE,FALSE
480,"2001-01-07","チョキ","パー","チョキ","チョキ","パー","グー",TRUE,FALSE,FALSE
481,"2001-01-14","パー","チョキ","パー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
482,"2001-01-21","グー","パー","チョキ","パー","チョキ","チョキ",TRUE,FALSE,FALSE
483,"2001-01-28","グー","グー","パー","チョキ","パー","チョキ",FALSE,FALSE,FALSE
484,"2001-02-04","チョキ","グー","グー","パー","チョキ","パー",TRUE,FALSE,FALSE
485,"2001-02-11","チョキ","チョキ","グー","グー","パー","チョキ",TRUE,FALSE,FALSE
486,"2001-02-18","チョキ","チョキ","チョキ","グー","グー","パー",TRUE,FALSE,FALSE
487,"2001-02-25","グー","チョキ","チョキ","チョキ","グー","グー",TRUE,TRUE,FALSE
488,"2001-03-04","チョキ","グー","チョキ","チョキ","チョキ","グー",TRUE,TRUE,FALSE
489,"2001-03-11","パー","チョキ","グー","チョキ","チョキ","チョキ",TRUE,TRUE,FALSE
490,"2001-03-18","チョキ","パー","チョキ","グー","チョキ","チョキ",TRUE,FALSE,FALSE
491,"2001-03-25","グー","チョキ","パー","チョキ","グー","チョキ",FALSE,FALSE,FALSE
492,"2001-04-01","チョキ","グー","チョキ","パー","チョキ","グー",FALSE,FALSE,FALSE
493,"2001-04-08","パー","チョキ","グー","チョキ","パー","チョキ",FALSE,FALSE,FALSE
494,"2001-04-15","グー","パー","チョキ","グー","チョキ","パー",FALSE,FALSE,FALSE
495,"2001-04-22","グー","グー","パー","チョキ","グー","チョキ",FALSE,FALSE,FALSE
496,"2001-04-29","パー","グー","グー","パー","チョキ","グー",TRUE,FALSE,FALSE
497,"2001-05-06","チョキ","パー","グー","グー","パー","チョキ",TRUE,FALSE,FALSE
498,"2001-05-13","パー","チョキ","パー","グー","グー","パー",TRUE,FALSE,FALSE
499,"2001-05-20","グー","パー","チョキ","パー","グー","グー",TRUE,FALSE,FALSE
500,"2001-05-27","パー","グー","パー","チョキ","パー","グー",FALSE,FALSE,FALSE
501,"2001-06-03","グー","パー","グー","パー","チョキ","パー",FALSE,FALSE,FALSE
502,"2001-06-10","グー","グー","パー","グー","パー","チョキ",FALSE,FALSE,FALSE
503,"2001-06-17","チョキ","グー","グー","パー","グー","パー",TRUE,FALSE,FALSE
504,"2001-06-24","チョキ","チョキ","グー","グー","パー","グー",TRUE,FALSE,FALSE
505,"2001-07-01","パー","チョキ","チョキ","グー","グー","パー",TRUE,FALSE,FALSE
506,"2001-07-08","グー","パー","チョキ","チョキ","グー","グー",TRUE,FALSE,FALSE
507,"2001-07-15","パー","グー","パー","チョキ","チョキ","グー",TRUE,FALSE,FALSE
508,"2001-07-22","チョキ","パー","グー","パー","チョキ","チョキ",TRUE,FALSE,FALSE
509,"2001-07-29","パー","チョキ","パー","グー","パー","チョキ",FALSE,FALSE,FALSE
510,"2001-08-05","チョキ","パー","チョキ","パー","グー","パー",FALSE,FALSE,FALSE
511,"2001-08-12","グー","チョキ","パー","チョキ","パー","グー",FALSE,FALSE,FALSE
512,"2001-08-19","グー","グー","チョキ","パー","チョキ","パー",FALSE,FALSE,FALSE
513,"2001-08-26","パー","グー","グー","チョキ","パー","チョキ",TRUE,FALSE,FALSE
514,"2001-09-02","チョキ","パー","グー","グー","チョキ","パー",TRUE,FALSE,FALSE
515,"2001-09-09","パー","チョキ","パー","グー","グー","チョキ",TRUE,FALSE,FALSE
516,"2001-09-16","パー","パー","チョキ","パー","グー","グー",TRUE,FALSE,FALSE
517,"2001-09-23","チョキ","パー","パー","チョキ","パー","グー",TRUE,FALSE,FALSE
519,"2001-10-07","チョキ","チョキ","パー","パー","チョキ","パー",TRUE,FALSE,FALSE
520,"2001-10-14","グー","チョキ","チョキ","パー","パー","チョキ",TRUE,FALSE,FALSE
521,"2001-10-21","チョキ","グー","チョキ","チョキ","パー","パー",TRUE,FALSE,FALSE
522,"2001-10-28","パー","チョキ","グー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
523,"2001-11-04","チョキ","パー","チョキ","グー","チョキ","チョキ",TRUE,FALSE,FALSE
524,"2001-11-11","グー","チョキ","パー","チョキ","グー","チョキ",FALSE,FALSE,FALSE
525,"2001-11-18","グー","グー","チョキ","パー","チョキ","グー",FALSE,FALSE,FALSE
526,"2001-11-25","パー","グー","グー","チョキ","パー","チョキ",TRUE,FALSE,FALSE
527,"2001-12-02","チョキ","パー","グー","グー","チョキ","パー",TRUE,FALSE,FALSE
528,"2001-12-09","パー","チョキ","パー","グー","グー","チョキ",TRUE,FALSE,FALSE
529,"2001-12-16","チョキ","パー","チョキ","パー","グー","グー",TRUE,FALSE,FALSE
530,"2001-12-23","グー","チョキ","パー","チョキ","パー","グー",FALSE,FALSE,FALSE
531,"2001-12-30","パー","グー","チョキ","パー","チョキ","パー",FALSE,FALSE,FALSE
532,"2002-01-06","チョキ","パー","グー","チョキ","パー","チョキ",FALSE,FALSE,FALSE
533,"2002-01-13","チョキ","チョキ","パー","グー","チョキ","パー",FALSE,FALSE,FALSE
535,"2002-01-27","パー","チョキ","チョキ","パー","グー","チョキ",TRUE,FALSE,FALSE
536,"2002-02-03","グー","パー","チョキ","チョキ","パー","グー",TRUE,FALSE,FALSE
537,"2002-02-10","チョキ","グー","パー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
538,"2002-02-17","パー","チョキ","グー","パー","チョキ","チョキ",TRUE,FALSE,FALSE
539,"2002-02-24","グー","パー","チョキ","グー","パー","チョキ",FALSE,FALSE,FALSE
540,"2002-03-03","グー","グー","パー","チョキ","グー","パー",FALSE,FALSE,FALSE
541,"2002-03-10","チョキ","グー","グー","パー","チョキ","グー",TRUE,FALSE,FALSE
542,"2002-03-17","グー","チョキ","グー","グー","パー","チョキ",TRUE,FALSE,FALSE
543,"2002-03-24","パー","グー","チョキ","グー","グー","パー",TRUE,FALSE,FALSE
544,"2002-03-31","グー","パー","グー","チョキ","グー","グー",TRUE,FALSE,FALSE
545,"2002-04-07","チョキ","グー","パー","グー","チョキ","グー",FALSE,FALSE,FALSE
546,"2002-04-14","チョキ","チョキ","グー","パー","グー","チョキ",FALSE,FALSE,FALSE
547,"2002-04-21","グー","チョキ","チョキ","グー","パー","グー",TRUE,FALSE,FALSE
548,"2002-04-28","パー","グー","チョキ","チョキ","グー","パー",TRUE,FALSE,FALSE
549,"2002-05-05","チョキ","パー","グー","チョキ","チョキ","グー",TRUE,FALSE,FALSE
550,"2002-05-12","パー","チョキ","パー","グー","チョキ","チョキ",TRUE,FALSE,FALSE
551,"2002-05-19","グー","パー","チョキ","パー","グー","チョキ",FALSE,FALSE,FALSE
552,"2002-05-26","チョキ","グー","パー","チョキ","パー","グー",FALSE,FALSE,FALSE
553,"2002-06-02","チョキ","チョキ","グー","パー","チョキ","パー",FALSE,FALSE,FALSE
554,"2002-06-09","パー","チョキ","チョキ","グー","パー","チョキ",TRUE,FALSE,FALSE
555,"2002-06-16","グー","パー","チョキ","チョキ","グー","パー",TRUE,FALSE,FALSE
556,"2002-06-23","チョキ","グー","パー","チョキ","チョキ","グー",TRUE,FALSE,FALSE
557,"2002-06-30","パー","チョキ","グー","パー","チョキ","チョキ",TRUE,FALSE,FALSE
558,"2002-07-07","チョキ","パー","チョキ","グー","パー","チョキ",FALSE,FALSE,FALSE
559,"2002-07-14","チョキ","チョキ","パー","チョキ","グー","パー",FALSE,FALSE,FALSE
560,"2002-07-21","グー","チョキ","チョキ","パー","チョキ","グー",TRUE,FALSE,FALSE
561,"2002-07-28","パー","グー","チョキ","チョキ","パー","チョキ",TRUE,FALSE,FALSE
562,"2002-08-04","チョキ","パー","グー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
563,"2002-08-11","グー","チョキ","パー","グー","チョキ","チョキ",TRUE,FALSE,FALSE
564,"2002-08-18","グー","グー","チョキ","パー","グー","チョキ",FALSE,FALSE,FALSE
565,"2002-08-25","パー","グー","グー","チョキ","パー","グー",TRUE,FALSE,FALSE
566,"2002-09-01","グー","パー","グー","グー","チョキ","パー",TRUE,FALSE,FALSE
567,"2002-09-08","チョキ","グー","パー","グー","グー","チョキ",TRUE,FALSE,FALSE
568,"2002-09-15","グー","チョキ","グー","パー","グー","グー",TRUE,FALSE,FALSE
569,"2002-09-22","グー","グー","チョキ","グー","パー","グー",FALSE,FALSE,FALSE
571,"2002-10-06","チョキ","グー","グー","チョキ","グー","パー",TRUE,FALSE,FALSE
572,"2002-10-13","チョキ","チョキ","グー","グー","チョキ","グー",TRUE,FALSE,FALSE
573,"2002-10-20","パー","チョキ","チョキ","グー","グー","チョキ",TRUE,FALSE,FALSE
574,"2002-10-27","グー","パー","チョキ","チョキ","グー","グー",TRUE,FALSE,FALSE
575,"2002-11-03","グー","グー","パー","チョキ","チョキ","グー",TRUE,FALSE,FALSE
576,"2002-11-10","チョキ","グー","グー","パー","チョキ","チョキ",TRUE,FALSE,FALSE
577,"2002-11-17","パー","チョキ","グー","グー","パー","チョキ",TRUE,FALSE,FALSE
578,"2002-11-24","グー","パー","チョキ","グー","グー","パー",TRUE,FALSE,FALSE
579,"2002-12-01","チョキ","グー","パー","チョキ","グー","グー",TRUE,FALSE,FALSE
580,"2002-12-08","パー","チョキ","グー","パー","チョキ","グー",FALSE,FALSE,FALSE
581,"2002-12-15","パー","パー","チョキ","グー","パー","チョキ",FALSE,FALSE,FALSE
582,"2002-12-22","グー","パー","パー","チョキ","グー","パー",TRUE,FALSE,FALSE
583,"2002-12-29","チョキ","グー","パー","パー","チョキ","グー",TRUE,FALSE,FALSE
584,"2003-01-05","チョキ","チョキ","グー","パー","パー","チョキ",TRUE,FALSE,FALSE
586,"2003-01-19","パー","チョキ","チョキ","グー","パー","パー",TRUE,FALSE,FALSE
587,"2003-01-26","グー","パー","チョキ","チョキ","グー","パー",TRUE,FALSE,FALSE
588,"2003-02-02","パー","グー","パー","チョキ","チョキ","グー",TRUE,FALSE,FALSE
589,"2003-02-09","チョキ","パー","グー","パー","チョキ","チョキ",TRUE,FALSE,FALSE
590,"2003-02-16","パー","チョキ","パー","グー","パー","チョキ",FALSE,FALSE,FALSE
591,"2003-02-23","チョキ","パー","チョキ","パー","グー","パー",FALSE,FALSE,FALSE
592,"2003-03-02","グー","チョキ","パー","チョキ","パー","グー",FALSE,FALSE,FALSE
593,"2003-03-09","パー","グー","チョキ","パー","チョキ","パー",FALSE,FALSE,FALSE
594,"2003-03-16","チョキ","パー","グー","チョキ","パー","チョキ",FALSE,FALSE,FALSE
595,"2003-03-23","チョキ","チョキ","パー","グー","チョキ","パー",FALSE,FALSE,FALSE
596,"2003-03-30","グー","チョキ","チョキ","パー","グー","チョキ",TRUE,FALSE,FALSE
597,"2003-04-06","チョキ","グー","チョキ","チョキ","パー","グー",TRUE,FALSE,FALSE
598,"2003-04-13","チョキ","チョキ","グー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
599,"2003-04-20","パー","チョキ","チョキ","グー","チョキ","チョキ",TRUE,FALSE,FALSE
600,"2003-04-27","パー","パー","チョキ","チョキ","グー","チョキ",TRUE,FALSE,FALSE
601,"2003-05-04","グー","パー","パー","チョキ","チョキ","グー",TRUE,FALSE,FALSE
602,"2003-05-11","グー","グー","パー","パー","チョキ","チョキ",TRUE,FALSE,FALSE
603,"2003-05-18","グー","グー","グー","パー","パー","チョキ",TRUE,FALSE,FALSE
604,"2003-05-25","チョキ","グー","グー","グー","パー","パー",TRUE,TRUE,FALSE
605,"2003-06-01","パー","チョキ","グー","グー","グー","パー",TRUE,TRUE,FALSE
606,"2003-06-08","チョキ","パー","チョキ","グー","グー","グー",TRUE,TRUE,FALSE
607,"2003-06-15","パー","チョキ","パー","チョキ","グー","グー",TRUE,FALSE,FALSE
