"vol","date","hand","1","2","3","4","5","cont2","cont3","cont4"
608,"2003-06-22","パー","パー","チョキ","パー","チョキ","グー",FALSE,FALSE,FALSE
609,"2003-06-29","グー","パー","パー","チョキ","パー","チョキ",TRUE,FALSE,FALSE
610,"2003-07-06","チョキ","グー","パー","パー","チョキ","パー",TRUE,FALSE,FALSE
611,"2003-07-13","グー","チョキ","グー","パー","パー","チョキ",TRUE,FALSE,FALSE
612,"2003-07-20","パー","グー","チョキ","グー","パー","パー",TRUE,FALSE,FALSE
613,"2003-07-27","パー","パー","グー","チョキ","グー","パー",FALSE,FALSE,FALSE
614,"2003-08-03","チョキ","パー","パー","グー","チョキ","グー",TRUE,FALSE,FALSE
615,"2003-08-10","パー","チョキ","パー","パー","グー","チョキ",TRUE,FALSE,FALSE
616,"2003-08-17","パー","パー","チョキ","パー","パー","グー",TRUE,FALSE,FALSE
617,"2003-08-24","パー","パー","パー","チョキ","パー","パー",TRUE,FALSE,FALSE
618,"2003-08-31","チョキ","パー","パー","パー","チョキ","パー",TRUE,TRUE,FALSE
619,"2003-09-07","グー","チョキ","パー","パー","パー","チョキ",TRUE,TRUE,FALSE
620,"2003-09-14","グー","グー","チョキ","パー","パー","パー",TRUE,TRUE,FALSE
621,"2003-09-21","グー","グー","グー","チョキ","パー","パー",TRUE,FALSE,FALSE
622,"2003-09-28","パー","グー","グー","グー","チョキ","パー",TRUE,TRUE,FALSE
623,"2003-10-05","チョキ","パー","グー","グー","グー","チョキ",TRUE,TRUE,FALSE
624,"2003-10-12","グー","チョキ","パー","グー","グー","グー",TRUE,TRUE,FALSE
625,"2003-10-19","パー","グー","チョキ","パー","グー","グー",TRUE,FALSE,FALSE
626,"2003-10-26","パー","パー","グー","チョキ","パー","グー",FALSE,FALSE,FALSE
627,"2003-11-02","チョキ","パー","パー","グー","チョキ","パー",TRUE,FALSE,FALSE
628,"2003-11-09","チョキ","チョキ","パー","パー","グー","チョキ",TRUE,FALSE,FALSE
630,"2003-11-23","グー","チョキ","チョキ","パー","パー","グー",TRUE,FALSE,FALSE
631,"2003-11-30","チョキ","グー","チョキ","チョキ","パー","パー",TRUE,FALSE,FALSE
632,"2003-12-07","パー","チョキ","グー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
633,"2003-12-14","パー","パー","チョキ","グー","チョキ","チョキ",TRUE,FALSE,FALSE
634,"2003-12-21","グー","パー","パー","チョキ","グー","チョキ",TRUE,FALSE,FALSE
635,"2003-12-28","パー","グー","パー","パー","チョキ","グー",TRUE,FALSE,FALSE
636,"2004-01-04","チョキ","パー","グー","パー","パー","チョキ",TRUE,FALSE,FALSE
637,"2004-01-11","チョキ","チョキ","パー","グー","パー","パー",TRUE,FALSE,FALSE
638,"2004-01-18","パー","チョキ","チョキ","パー","グー","パー",TRUE,FALSE,FALSE
639,"2004-01-25","パー","パー","チョキ","チョキ","パー","グー",TRUE,FALSE,FALSE
640,"2004-02-01","チョキ","パー","パー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
641,"2004-02-08","グー","チョキ","パー","パー","チョキ","チョキ",TRUE,FALSE,FALSE
642,"2004-02-15","チョキ","グー","チョキ","パー","パー","チョキ",TRUE,FALSE,FALSE
643,"2004-02-22","グー","チョキ","グー","チョキ","パー","パー",TRUE,FALSE,FALSE
644,"2004-02-29","グー","グー","チョキ","グー","チョキ","パー",FALSE,FALSE,FALSE
645,"2004-03-07","パー","グー","グー","チョキ","グー","チョキ",TRUE,FALSE,FALSE
646,"2004-03-14","パー","パー","グー","グー","チョキ","グー",TRUE,FALSE,FALSE
647,"2004-03-21","チョキ","パー","パー","グー","グー","チョキ",TRUE,FALSE,FALSE
648,"2004-03-28","パー","チョキ","パー","パー","グー","グー",TRUE,FALSE,FALSE
649,"2004-04-04","チョキ","パー","チョキ","パー","パー","グー",TRUE,FALSE,FALSE
650,"2004-04-11","チョキ","チョキ","パー","チョキ","パー","パー",TRUE,FALSE,FALSE
651,"2004-04-18","グー","チョキ","チョキ","パー","チョキ","パー",TRUE,FALSE,FALSE
652,"2004-04-25","パー","グー","チョキ","チョキ","パー","チョキ",TRUE,FALSE,FALSE
653,"2004-05-02","グー","パー","グー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
654,"2004-05-09","チョキ","グー","パー","グー","チョキ","チョキ",TRUE,FALSE,FALSE
655,"2004-05-16","パー","チョキ","グー","パー","グー","チョキ",FALSE,FALSE,FALSE
656,"2004-05-23","グー","パー","チョキ","グー","パー","グー",FALSE,FALSE,FALSE
657,"2004-05-30","グー","グー","パー","チョキ","グー","パー",FALSE,FALSE,FALSE
658,"2004-06-06","チョキ","グー","グー","パー","チョキ","グー",TRUE,FALSE,FALSE
659,"2004-06-13","パー","チョキ","グー","グー","パー","チョキ",TRUE,FALSE,FALSE
660,"2004-06-20","グー","パー","チョキ","グー","グー","パー",TRUE,FALSE,FALSE
661,"2004-06-27","パー","グー","パー","チョキ","グー","グー",TRUE,FALSE,FALSE
662,"2004-07-04","チョキ","パー","グー","パー","チョキ","グー",FALSE,FALSE,FALSE
663,"2004-07-11","パー","チョキ","パー","グー","パー","チョキ",FALSE,FALSE,FALSE
664,"2004-07-18","パー","パー","チョキ","パー","グー","パー",FALSE,FALSE,FALSE
665,"2004-07-25","チョキ","パー","パー","チョキ","パー","グー",TRUE,FALSE,FALSE
666,"2004-08-01","グー","チョキ","パー","パー","チョキ","パー",TRUE,FALSE,FALSE
667,"2004-08-08","パー","グー","チョキ","パー","パー","チョキ",TRUE,FALSE,FALSE
669,"2004-08-22","グー","パー","グー","チョキ","パー","パー",TRUE,FALSE,FALSE
670,"2004-08-29","グー","グー","パー","グー","チョキ","パー",FALSE,FALSE,FALSE
671,"2004-09-05","チョキ","グー","グー","パー","グー","チョキ",TRUE,FALSE,FALSE
672,"2004-09-12","パー","チョキ","グー","グー","パー","グー",TRUE,FALSE,FALSE
673,"2004-09-19","グー","パー","チョキ","グー","グー","パー",TRUE,FALSE,FALSE
674,"2004-09-26","グー","グー","パー","チョキ","グー","グー",TRUE,FALSE,FALSE
675,"2004-10-03","チョキ","グー","グー","パー","チョキ","グー",TRUE,FALSE,FALSE
676,"2004-10-10","チョキ","チョキ","グー","グー","パー","チョキ",TRUE,FALSE,FALSE
679,"2004-10-31","パー","チョキ","チョキ","グー","グー","パー",TRUE,FALSE,FALSE
680,"2004-11-07","グー","パー","チョキ","チョキ","グー","グー",TRUE,FALSE,FALSE
681,"2004-11-14","グー","グー","パー","チョキ","チョキ","グー",TRUE,FALSE,FALSE
682,"2004-11-21","グー","グー","グー","パー","チョキ","チョキ",TRUE,FALSE,FALSE
683,"2004-11-28","グー","グー","グー","グー","パー","チョキ",TRUE,TRUE,FALSE
684,"2004-12-05","チョキ","グー","グー","グー","グー","パー",TRUE,TRUE,TRUE
685,"2004-12-12","パー","チョキ","グー","グー","グー","グー",TRUE,TRUE,TRUE
686,"2004-12-19","チョキ","パー","チョキ","グー","グー","グー",TRUE,TRUE,FALSE
687,"2004-12-26","グー","チョキ","パー","チョキ","グー","グー",TRUE,FALSE,FALSE
690,"2005-01-16","チョキ","グー","チョキ","パー","チョキ","グー",FALSE,FALSE,FALSE
691,"2005-01-23","パー","チョキ","グー","チョキ","パー","チョキ",FALSE,FALSE,FALSE
692,"2005-01-30","パー","パー","チョキ","グー","チョキ","パー",FALSE,FALSE,FALSE
693,"2005-02-06","チョキ","パー","パー","チョキ","グー","チョキ",TRUE,FALSE,FALSE
694,"2005-02-13","パー","チョキ","パー","パー","チョキ","グー",TRUE,FALSE,FALSE
695,"2005-02-20","グー","パー","チョキ","パー","パー","チョキ",TRUE,FALSE,FALSE
696,"2005-02-27","グー","グー","パー","チョキ","パー","パー",TRUE,FALSE,FALSE
697,"2005-03-06","パー","グー","グー","パー","チョキ","パー",TRUE,FALSE,FALSE
698,"2005-03-13","チョキ","パー","グー","グー","パー","チョキ",TRUE,FALSE,FALSE
699,"2005-03-20","パー","チョキ","パー","グー","グー","パー",TRUE,FALSE,FALSE
700,"2005-03-27","チョキ","パー","チョキ","パー","グー","グー",TRUE,FALSE,FALSE
701,"2005-04-03","チョキ","チョキ","パー","チョキ","パー","グー",FALSE,FALSE,FALSE
702,"2005-04-10","グー","チョキ","チョキ","パー","チョキ","パー",TRUE,FALSE,FALSE
703,"2005-04-17","パー","グー","チョキ","チョキ","パー","チョキ",TRUE,FALSE,FALSE
704,"2005-04-24","グー","パー","グー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
705,"2005-05-01","チョキ","グー","パー","グー","チョキ","チョキ",TRUE,FALSE,FALSE
706,"2005-05-08","チョキ","チョキ","グー","パー","グー","チョキ",FALSE,FALSE,FALSE
707,"2005-05-15","グー","チョキ","チョキ","グー","パー","グー",TRUE,FALSE,FALSE
708,"2005-05-22","パー","グー","チョキ","チョキ","グー","パー",TRUE,FALSE,FALSE
709,"2005-05-29","パー","パー","グー","チョキ","チョキ","グー",TRUE,FALSE,FALSE
710,"2005-06-05","パー","パー","パー","グー","チョキ","チョキ",TRUE,FALSE,FALSE
711,"2005-06-12","グー","パー","パー","パー","グー","チョキ",TRUE,TRUE,FALSE
712,"2005-06-19","チョキ","グー","パー","パー","パー","グー",TRUE,TRUE,FALSE
713,"2005-06-26","グー","チョキ","グー","パー","パー","パー",TRUE,TRUE,FALSE
714,"2005-07-03","チョキ","グー","チョキ","グー","パー","パー",TRUE,FALSE,FALSE
715,"2005-07-10","グー","チョキ","グー","チョキ","グー","パー",FALSE,FALSE,FALSE
716,"2005-07-17","パー","グー","チョキ","グー","チョキ","グー",FALSE,FALSE,FALSE
717,"2005-07-24","チョキ","パー","グー","チョキ","グー","チョキ",FALSE,FALSE,FALSE
718,"2005-07-31","チョキ","チョキ","パー","グー","チョキ","グー",FALSE,FALSE,FALSE
719,"2005-08-07","パー","チョキ","チョキ","パー","グー","チョキ",TRUE,FALSE,FALSE
720,"2005-08-14","チョキ","パー","チョキ","チョキ","パー","グー",TRUE,FALSE,FALSE
721,"2005-08-21","チョキ","チョキ","パー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
722,"2005-08-28","グー","チョキ","チョキ","パー","チョキ","チョキ",TRUE,FALSE,FALSE
723,"2005-09-04","グー","グー","チョキ","チョキ","パー","チョキ",TRUE,FALSE,FALSE
724,"2005-09-11","チョキ","グー","グー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
725,"2005-09-18","パー","チョキ","グー","グー","チョキ","チョキ",TRUE,FALSE,FALSE
727,"2005-10-02","チョキ","パー","チョキ","グー","グー","チョキ",TRUE,FALSE,FALSE
728,"2005-10-09","グー","チョキ","パー","チョキ","グー","グー",TRUE,FALSE,FALSE
729,"2005-10-16","パー","グー","チョキ","パー","チョキ","グー",FALSE,FALSE,FALSE
730,"2005-10-23","チョキ","パー","グー","チョキ","パー","チョキ",FALSE,FALSE,FALSE
731,"2005-10-30","グー","チョキ","パー","グー","チョキ","パー",FALSE,FALSE,FALSE
732,"2005-11-06","パー","グー","チョキ","パー","グー","チョキ",FALSE,FALSE,FALSE
733,"2005-11-13","チョキ","パー","グー","チョキ","パー","グー",FALSE,FALSE,FALSE
734,"2005-11-20","パー","チョキ","パー","グー","チョキ","パー",FALSE,FALSE,FALSE
735,"2005-11-27","パー","パー","チョキ","パー","グー","チョキ",FALSE,FALSE,FALSE
736,"2005-12-04","グー","パー","パー","チョキ","パー","グー",TRUE,FALSE,FALSE
737,"2005-12-11","グー","グー","パー","パー","チョキ","パー",TRUE,FALSE,FALSE
738,"2005-12-18","チョキ","グー","グー","パー","パー","チョキ",TRUE,FALSE,FALSE
739,"2005-12-25","パー","チョキ","グー","グー","パー","パー",TRUE,FALSE,FALSE
741,"2006-01-08","チョキ","パー","チョキ","グー","グー","パー",TRUE,FALSE,FALSE
742,"2006-01-15","チョキ","チョキ","パー","チョキ","グー","グー",TRUE,FALSE,FALSE
743,"2006-01-22","グー","チョキ","チョキ","パー","チョキ","グー",TRUE,FALSE,FALSE
744,"2006-01-29","パー","グー","チョキ","チョキ","パー","チョキ",TRUE,FALSE,FALSE
745,"2006-02-05","チョキ","パー","グー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
747,"2006-02-19","パー","チョキ","パー","グー","チョキ","チョキ",TRUE,FALSE,FALSE
748,"2006-02-26","グー","パー","チョキ","パー","グー","チョキ",FALSE,FALSE,FALSE
749,"2006-03-05","グー","グー","パー","チョキ","パー","グー",FALSE,FALSE,FALSE
750,"2006-03-12","グー","グー","グー","パー","チョキ","パー",TRUE,FALSE,FALSE
751,"2006-03-19","チョキ","グー","グー","グー","パー","チョキ",TRUE,TRUE,FALSE
752,"2006-03-26","パー","チョキ","グー","グー","グー","パー",TRUE,TRUE,FALSE
753,"2006-04-02","チョキ","パー","チョキ","グー","グー","グー",TRUE,TRUE,FALSE
754,"2006-04-09","パー","チョキ","パー","チョキ","グー","グー",TRUE,FALSE,FALSE
755,"2006-04-16","グー","パー","チョキ","パー","チョキ","グー",FALSE,FALSE,FALSE
756,"2006-04-23","パー","グー","パー","チョキ","パー","チョキ",FALSE,FALSE,FALSE
757,"2006-04-30","チョキ","パー","グー","パー","チョキ","パー",FALSE,FALSE,FALSE
758,"2006-05-07","パー","チョキ","パー","グー","パー","チョキ",FALSE,FALSE,FALSE
759,"2006-05-14","パー","パー","チョキ","パー","グー","パー",FALSE,FALSE,FALSE
760,"2006-05-21","チョキ","パー","パー","チョキ","パー","グー",TRUE,FALSE,FALSE
761,"2006-05-28","グー","チョキ","パー","パー","チョキ","パー",TRUE,FALSE,FALSE
762,"2006-06-04","チョキ","グー","チョキ","パー","パー","チョキ",TRUE,FALSE,FALSE
763,"2006-06-11","パー","チョキ","グー","チョキ","パー","パー",TRUE,FALSE,FALSE
764,"2006-06-18","パー","パー","チョキ","グー","チョキ","パー",FALSE,FALSE,FALSE
765,"2006-06-25","グー","パー","パー","チョキ","グー","チョキ",TRUE,FALSE,FALSE
766,"2006-07-02","チョキ","グー","パー","パー","チョキ","グー",TRUE,FALSE,FALSE
767,"2006-07-09","グー","チョキ","グー","パー","パー","チョキ",TRUE,FALSE,FALSE
768,"2006-07-16","チョキ","グー","チョキ","グー","パー","パー",TRUE,FALSE,FALSE
769,"2006-07-23","パー","チョキ","グー","チョキ","グー","パー",FALSE,FALSE,FALSE
770,"2006-07-30","チョキ","パー","チョキ","グー","チョキ","グー",FALSE,FALSE,FALSE
771,"2006-08-06","チョキ","チョキ","パー","チョキ","グー","チョキ",FALSE,FALSE,FALSE
772,"2006-08-13","パー","チョキ","チョキ","パー","チョキ","グー",TRUE,FALSE,FALSE
773,"2006-08-20","グー","パー","チョキ","チョキ","パー","チョキ",TRUE,FALSE,FALSE
774,"2006-08-27","パー","グー","パー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
775,"2006-09-03","チョキ","パー","グー","パー","チョキ","チョキ",TRUE,FALSE,FALSE
776,"2006-09-10","パー","チョキ","パー","グー","パー","チョキ",FALSE,FALSE,FALSE
777,"2006-09-17","チョキ","パー","チョキ","パー","グー","パー",FALSE,FALSE,FALSE
778,"2006-09-24","チョキ","チョキ","パー","チョキ","パー","グー",FALSE,FALSE,FALSE
779,"2006-10-01","グー","チョキ","チョキ","パー","チョキ","パー",TRUE,FALSE,FALSE
780,"2006-10-08","パー","グー","チョキ","チョキ","パー","チョキ",TRUE,FALSE,FALSE
781,"2006-10-15","パー","パー","グー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
783,"2006-10-29","グー","パー","パー","グー","チョキ","チョキ",TRUE,FALSE,FALSE
784,"2006-11-05","チョキ","グー","パー","パー","グー","チョキ",TRUE,FALSE,FALSE
785,"2006-11-12","グー","チョキ","グー","パー","パー","グー",TRUE,FALSE,FALSE
786,"2006-11-19","パー","グー","チョキ","グー","パー","パー",TRUE,FALSE,FALSE
787,"2006-11-26","グー","パー","グー","チョキ","グー","パー",FALSE,FALSE,FALSE
788,"2006-12-03","チョキ","グー","パー","グー","チョキ","グー",FALSE,FALSE,FALSE
789,"2006-12-10","グー","チョキ","グー","パー","グー","チョキ",FALSE,FALSE,FALSE
790,"2006-12-17","グー","グー","チョキ","グー","パー","グー",FALSE,FALSE,FALSE
791,"2006-12-24","パー","グー","グー","チョキ","グー","パー",TRUE,FALSE,FALSE
792,"2006-12-31","チョキ","パー","グー","グー","チョキ","グー",TRUE,FALSE,FALSE
793,"2007-01-07","チョキ","チョキ","パー","グー","グー","チョキ",TRUE,FALSE,FALSE
794,"2007-01-14","パー","チョキ","チョキ","パー","グー","グー",TRUE,FALSE,FALSE
795,"2007-01-21","グー","パー","チョキ","チョキ","パー","グー",TRUE,FALSE,FALSE
796,"2007-01-28","グー","グー","パー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
797,"2007-02-04","チョキ","グー","グー","パー","チョキ","チョキ",TRUE,FALSE,FALSE
798,"2007-02-11","グー","チョキ","グー","グー","パー","チョキ",TRUE,FALSE,FALSE
799,"2007-02-18","チョキ","グー","チョキ","グー","グー","パー",TRUE,FALSE,FALSE
800,"2007-02-25","パー","チョキ","グー","チョキ","グー","グー",TRUE,FALSE,FALSE
801,"2007-03-04","チョキ","パー","チョキ","グー","チョキ","グー",FALSE,FALSE,FALSE
802,"2007-03-11","チョキ","チョキ","パー","チョキ","グー","チョキ",FALSE,FALSE,FALSE
803,"2007-03-18","グー","チョキ","チョキ","パー","チョキ","グー",TRUE,FALSE,FALSE
804,"2007-03-25","グー","グー","チョキ","チョキ","パー","チョキ",TRUE,FALSE,FALSE
805,"2007-04-01","チョキ","グー","グー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
806,"2007-04-08","グー","チョキ","グー","グー","チョキ","チョキ",TRUE,FALSE,FALSE
807,"2007-04-15","パー","グー","チョキ","グー","グー","チョキ",TRUE,FALSE,FALSE
808,"2007-04-22","パー","パー","グー","チョキ","グー","グー",TRUE,FALSE,FALSE
809,"2007-04-29","チョキ","パー","パー","グー","チョキ","グー",TRUE,FALSE,FALSE
810,"2007-05-06","グー","チョキ","パー","パー","グー","チョキ",TRUE,FALSE,FALSE
811,"2007-05-13","グー","グー","チョキ","パー","パー","グー",TRUE,FALSE,FALSE
812,"2007-05-20","パー","グー","グー","チョキ","パー","パー",TRUE,FALSE,FALSE
813,"2007-05-27","パー","パー","グー","グー","チョキ","パー",TRUE,FALSE,FALSE
814,"2007-06-03","グー","パー","パー","グー","グー","チョキ",TRUE,FALSE,FALSE
815,"2007-06-10","チョキ","グー","パー","パー","グー","グー",TRUE,FALSE,FALSE
816,"2007-06-17","チョキ","チョキ","グー","パー","パー","グー",TRUE,FALSE,FALSE
817,"2007-06-24","グー","チョキ","チョキ","グー","パー","パー",TRUE,FALSE,FALSE
818,"2007-07-01","パー","グー","チョキ","チョキ","グー","パー",TRUE,FALSE,FALSE
819,"2007-07-08","グー","パー","グー","チョキ","チョキ","グー",TRUE,FALSE,FALSE
820,"2007-07-15","グー","グー","パー","グー","チョキ","チョキ",TRUE,FALSE,FALSE
821,"2007-07-22","チョキ","グー","グー","パー","グー","チョキ",TRUE,FALSE,FALSE
822,"2007-07-29","チョキ","チョキ","グー","グー","パー","グー",TRUE,FALSE,FALSE
823,"2007-08-05","パー","チョキ","チョキ","グー","グー","パー",TRUE,FALSE,FALSE
824,"2007-08-12","パー","パー","チョキ","チョキ","グー","グー",TRUE,FALSE,FALSE
825,"2007-08-19","チョキ","パー","パー","チョキ","チョキ","グー",TRUE,FALSE,FALSE
826,"2007-08-26","グー","チョキ","パー","パー","チョキ","チョキ",TRUE,FALSE,FALSE
827,"2007-09-02","パー","グー","チョキ","パー","パー","チョキ",TRUE,FALSE,FALSE
828,"2007-09-09","グー","パー","グー","チョキ","パー","パー",TRUE,FALSE,FALSE
829,"2007-09-16","チョキ","グー","パー","グー","チョキ","パー",FALSE,FALSE,FALSE
830,"2007-09-23","パー","チョキ","グー","パー","グー","チョキ",FALSE,FALSE,FALSE
831,"2007-09-30","チョキ","パー","チョキ","グー","パー","グー",FALSE,FALSE,FALSE
832,"2007-10-07","グー","チョキ","パー","チョキ","グー","パー",FALSE,FALSE,FALSE
833,"2007-10-14","グー","グー","チョキ","パー","チョキ","グー",FALSE,FALSE,FALSE
834,"2007-10-21","チョキ","グー","グー","チョキ","パー","チョキ",TRUE,FALSE,FALSE
835,"2007-10-28","パー","チョキ","グー","グー","チョキ","パー",TRUE,FALSE,FALSE
836,"2007-11-04","チョキ","パー","チョキ","グー","グー","チョキ",TRUE,FALSE,FALSE
837,"2007-11-11","パー","チョキ","パー","チョキ","グー","グー",TRUE,FALSE,FALSE
838,"2007-11-18","グー","パー","チョキ","パー","チョキ","グー",FALSE,FALSE,FALSE
839,"2007-11-25","パー","グー","パー","チョキ","パー","チョキ",FALSE,FALSE,FALSE
840,"2007-12-02","チョキ","パー","グー","パー","チョキ","パー",FALSE,FALSE,FALSE
841,"2007-12-09","チョキ","チョキ","パー","グー","パー","チョキ",FALSE,FALSE,FALSE
842,"2007-12-16","グー","チョキ","チョキ","パー","グー","パー",TRUE,FALSE,FALSE
843,"2007-12-23","グー","グー","チョキ","チョキ","パー","グー",TRUE,FALSE,FALSE
845,"2008-01-06","チョキ","グー","グー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
846,"2008-01-13","パー","チョキ","グー","グー","チョキ","チョキ",TRUE,FALSE,FALSE
847,"2008-01-20","チョキ","パー","チョキ","グー","グー","チョキ",TRUE,FALSE,FALSE
848,"2008-01-27","グー","チョキ","パー","チョキ","グー","グー",TRUE,FALSE,FALSE
849,"2008-02-03","パー","グー","チョキ","パー","チョキ","グー",FALSE,FALSE,FALSE
850,"2008-02-10","チョキ","パー","グー","チョキ","パー","チョキ",FALSE,FALSE,FALSE
851,"2008-02-17","パー","チョキ","パー","グー","チョキ","パー",FALSE,FALSE,FALSE
852,"2008-02-24","チョキ","パー","チョキ","パー","グー","チョキ",FALSE,FALSE,FALSE
853,"2008-03-02","グー","チョキ","パー","チョキ","パー","グー",FALSE,FALSE,FALSE
854,"2008-03-09","パー","グー","チョキ","パー","チョキ","パー",FALSE,FALSE,FALSE
855,"2008-03-16","チョキ","パー","グー","チョキ","パー","チョキ",FALSE,FALSE,FALSE
856,"2008-03-23","パー","チョキ","パー","グー","チョキ","パー",FALSE,FALSE,FALSE
857,"2008-03-30","グー","パー","チョキ","パー","グー","チョキ",FALSE,FALSE,FALSE
858,"2008-04-06","グー","グー","パー","チョキ","パー","グー",FALSE,FALSE,FALSE
859,"2008-04-13","パー","グー","グー","パー","チョキ","パー",TRUE,FALSE,FALSE
860,"2008-04-20","チョキ","パー","グー","グー","パー","チョキ",TRUE,FALSE,FALSE
861,"2008-04-27","チョキ","チョキ","パー","グー","グー","パー",TRUE,FALSE,FALSE
862,"2008-05-04","グー","チョキ","チョキ","パー","グー","グー",TRUE,FALSE,FALSE
863,"2008-05-11","パー","グー","チョキ","チョキ","パー","グー",TRUE,FALSE,FALSE
864,"2008-05-18","チョキ","パー","グー","チョキ","チョキ","パー",TRUE,FALSE,FALSE
865,"2008-05-25","パー","チョキ","パー","グー","チョキ","チョキ",TRUE,FALSE,FALSE
866,"2008-06-01","チョキ","パー","チョキ","パー","グー","チョキ",FALSE,FALSE,FALSE
867,"2008-06-08","グー","チョキ","パー","チョキ","パー","グー",FALSE,FALSE,FALSE
868,"2008-06-15","チョキ","グー","チョキ","パー","チョキ","パー",FALSE,FALSE,FALSE
869,"2008-06-22","グー","チョキ","グー","チョキ","パー","チョキ",FALSE,FALSE,FALSE
870,"2008-06-29","パー","グー","チョキ","グー","チョキ","パー",FALSE,FALSE,FALSE
871,"2008-07-06","チョキ","パー","グー","チョキ","グー","チョキ",FALSE,FALSE,FALSE
872,"2008-07-13","グー","チョキ","パー","グー","チョキ","グー",FALSE,FALSE,FALSE
873,"2008-07-20","チョキ","グー","チョキ","パー","グー","チョキ",FALSE,FALSE,FALSE
874,"2008-07-27","パー","チョキ","グー","チョキ","パー","グー",FALSE,FALSE,FALSE
875,"2008-08-03","チョキ","パー","チョキ","グー","チョキ","パー",FALSE,FALSE,FALSE
877,"2008-08-17","グー","チョキ","パー","チョキ","グー","チョキ",FALSE,FALSE,FALSE
878,"2008-08-24","パー","グー","チョキ","パー","チョキ","グー",FALSE,FALSE,FALSE
879,"2008-08-31","チョキ","パー","グー","チョキ","パー","チョキ",FALSE,FALSE,FALSE
880,"2008-09-07","グー","チョキ","パー","グー","チョキ","パー",FALSE,FALSE,FALSE
881,"2008-09-14","チョキ","グー","チョキ","パー","グー","チョキ",FALSE,FALSE,FALSE
882,"2008-09-21","パー","チョキ","グー","チョキ","パー","グー",FALSE,FALSE,FALSE
883,"2008-09-28","グー","パー","チョキ","グー","チョキ","パー",FALSE,FALSE,FALSE
884,"2008-10-05","チョキ","グー","パー","チョキ","グー","チョキ",FALSE,FALSE,FALSE
885,"2008-10-12","グー","チョキ","グー","パー","チョキ","グー",FALSE,FALSE,FALSE
886,"2008-10-19","パー","グー","チョキ","グー","パー","チョキ",FALSE,FALSE,FALSE
887,"2008-10-26","パー","パー","グー","チョキ","グー","パー",FALSE,FALSE,FALSE
888,"2008-11-02","チョキ","パー","パー","グー","チョキ","グー",TRUE,FALSE,FALSE
889,"2008-11-09","チョキ","チョキ","パー","パー","グー","チョキ",TRUE,FALSE,FALSE
890,"2008-11-16","チョキ","チョキ","チョキ","パー","パー","グー",TRUE,FALSE,FALSE
891,"2008-11-23","パー","チョキ","チョキ","チョキ","パー","パー",TRUE,TRUE,FALSE
892,"2008-11-30","チョキ","パー","チョキ","チョキ","チョキ","パー",TRUE,TRUE,FALSE
893,"2008-12-07","グー","チョキ","パー","チョキ","チョキ","チョキ",TRUE,TRUE,FALSE
894,"2008-12-14","チョキ","グー","チョキ","パー","チョキ","チョキ",TRUE,FALSE,FALSE
895,"2008-12-21","パー","チョキ","グー","チョキ","パー","チョキ",FALSE,FALSE,FALSE
896,"2008-12-28","グー","パー","チョキ","グー","チョキ","パー",FALSE,FALSE,FALSE
897,"2009-01-04","チョキ","グー","パー","チョキ","グー","チョキ",FALSE,FALSE,FALSE
898,"2009-01-11","チョキ","チョキ","グー","パー","チョキ","グー",FALSE,FALSE,FALSE
899,"2009-01-18","パー","チョキ","チョキ","グー","パー","チョキ",TRUE,FALSE,FALSE
900,"2009-01-25","パー","パー","チョキ","チョキ","グー","パー",TRUE,FALSE,FALSE
901,"2009-02-01","グー","パー","パー","チョキ","チョキ","グー",TRUE,FALSE,FALSE
902,"2009-02-08","チョキ","グー","パー","パー","チョキ","チョキ",TRUE,FALSE,FALSE
903,"2009-02-15","グー","チョキ","グー","パー","パー","チョキ",TRUE,FALSE,FALSE
904,"2009-02-22","チョキ","グー","チョキ","グー","パー","パー",TRUE,FALSE,FALSE
905,"2009-03-01","パー","チョキ","グー","チョキ","グー","パー",FALSE,FALSE,FALSE
906,"2009-03-08","パー","パー","チョキ","グー","チョキ","グー",FALSE,FALSE,FALSE
907,"2009-03-15","グー","パー","パー","チョキ","グー","チョキ",TRUE,FALSE,FALSE
909,"2009-03-29","グー","グー","パー","パー","チョキ","グー",TRUE,FALSE,FALSE
910,"2009-04-05","チョキ","グー","グー","パー","パー","チョキ",TRUE,FALSE,FALSE
911,"2009-04-12","パー","チョキ","グー","グー","パー","パー",TRUE,FALSE,FALSE
912,"2009-04-19","グー","パー","チョキ","グー","グー","パー",TRUE,FALSE,FALSE
913,"2009-04-26","パー","グー","パー","チョキ","グー","グー",TRUE,FALSE,FALSE
914,"2009-05-03","パー","パー","グー","パー","チョキ","グー",FALSE,FALSE,FALSE
915,"2009-05-10","チョキ","パー","パー","グー","パー","チョキ",TRUE,FALSE,FALSE
